Nquest;Indicaçãodedataehora;@1.ParacomeçarselecioneemqualcategoriadeusuáriodoSistemadeBiblio;@2.Informequaloseusexo;@3.Casosejaalunoaselecioneacategoriadeensinodoseucurso;@4.Selecioneemqualáreadoconhecimentooseucursoestáinserido;@5.Selecioneasbibliotecasquevocêfrequenta;@6.Possuialgumtipodedeficiência;@7.Sesimselecionequaléasuadeficiência;@8.QualisdosserviçoseourecursosoferecidospelaBibliotecaUniversit;@9.Emquaisdosseguintescanaisvocêidentificaadivulgaçãodosserviços;@10.VocêjáacessouapáginadabibliotecanaInternet;@11.Vocêtemrecebidoasnotificaçõesemitidasautomaticamentepelosist;@12.Qualoseugraudesatisfaçãoemrelaçãoaocatálogoonline;@13.QualoseugraudesatisfaçãoemrelaçãoaoPortaldePeriódicosdaCAPES;@14.QualoseugraudesatisfaçãoemrelaçãoàBibliotecaDigitaldeTeseseD;@15.QualoseugraudesatisfaçãoemrelaçãoaoRepositórioInstitucionalR;@16.Osserviçoseourecursosdepesquisadisponibilizadospelapáginadab;@17.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@18.Ohoráriodefuncionamentonasbibliotecasquevocêfrequentatematen;@19.Qualoseugraudesatisfaçãocomacordialidadeeouempatiaporpartedo;@20.Vocêjánecessitoudoauxíliodosservidoresdobalcãodeempréstimoda;@21.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@22.Vocêjáfoiatendidoporalgumabibliotecárioanasbibliotecasquevoc;@23.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@24.Vocêjánecessitouseratendidopeloserviçodecomutaçãobibliográfi;@25.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@26.Qualoseugraudesatisfaçãoquantoàeficiêncianaemissãodedeclaraç;@27.Deixeaquiseucomentáriocríticaeousugestãosobreoatendimentonas;@28.Vocêjárecorreuàorientaçãonanormalizaçãodetrabalhosacadêmicos;@29.Sesimqualoseugraudesatisfaçãoquantoaessaorientação;@30.Vocêjáacessoualgumdosrecursoseouferramentasdeauxílioànormali;@31.Sesimqualoseugraudesatisfaçãoquantoaessesrecursos;@32.Naelaboraçãodetrabalhosacadêmicoscomovocêcostumafazeroseulev;@33.Vocêjásolicitouelaboraçãodefichacatalográficaemalgumadasbibl;@34.Sesimqualoseugraudesatisfaçãoquantoàeficiêncianaelaboraçãoen;@35.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@36.VocêjáparticipoudealgumdostreinamentosoferecidospeloSistemad;@37.Sesimqualoseugraudesatisfaçãoquantoaessetreinamento;@38.Vocêjáfezusodealgumdostutoriaisdisponibilizadosnositedabibli;@39.Sesimqualoseugraudesatisfaçãoquantoaessestutorialis;@40.Deixeaquiseucomentáriocríticaeousugestãosobreasatividadesdee;@41.Abibliografiadasdisciplinasdoseucursoestádisponívelnasbiblio;@42.Aquantidademáximadematerialbibliográficoemprestadoporusuário;@43.Aquantidademáximadediasdeempréstimoéde25diasparaalunospesqui;@44.Vocêjáacessoualgumdoscanaiseouferramentasdedivulgaçãodenovas;@45.Oacervodelivroseletrônicosebookscontemplaademandadoseucurso;@46.Deixeaquiseucomentáriocríticaeousugestãosobreacomposiçãodoac;@47.Nasuaopiniãoaclimatizaçãonasbibliotecasquevocêfrequentasãosa;@48.Nasuaopiniãoaluminosidadenasbibliotecasquevocêfrequentasãosa;@49.Nasuaopiniãoaquantidadedemobíliamesascadeirasetc.existentena;@50.Comovocêconsideraaquantidadedecomputadoresdisponibilizadospa;@51.QualoseugraudesatisfaçãocomaqualidadedaredeWiFiinternetsemfi;@52.Deixeaquiseucomentáriocríticaeousugestãosobreainfraestrutura;@53.Ascondiçõesdeacessibilidadenoentornodasbibliotecasquevocêfre;@54.Ascondiçõesdeacessibilidadenoprédiodasbibliotecasquevocêfreq;@55.Nasuaopiniãoosservidoresresponsáveispeloatendimentonasbiblio;@56.VocêconheceoserviçoBUemLibrasdisponívelnapáginadaBibliotecaU;@57.SesimqualoseugraudesatisfaçãoquantoaoserviçoBUemLibras;@58.Oserviçodelevantamentobibliográficoparapessoascomdeficiência;@59.Oserviçodedigitalizaçãodematerialbibliográficoparapessoascom;@60.Apesquisanocatálogoonlinefeitapormeiodomóduloacessibilidaded;@61.Acomposiçãodoacervoemformatoacessíveltaiscomodisponibilizaçã;@62.Deixeaquiseucomentáriocríticaeousugestãosobreaacessibilidade;@63.NasuaopiniãoestequestionáriocontemploutodasasdimensõesdoSist;@64.Qualoseugraudecompreensãodasquestõesaoresponderestequestioná;@65.Deixeaquiseucomentáriocríticaeousugestãosobreaestruturadeste
192;26-mar-2016;Aluno; ;Graduação – Bacharelado;Psicologia;Biblioteca do Campus de Sobral (BCSO);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;4;5;9;9;3; ;Sim;5;Sim;5;Não;9;Não conheço;9;9; ;Não conheço;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Parcialmente;Sim;Não;Suficiente;1; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Parcialmente;5; 
193;26-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Ciências Econômicas;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Pós-Graduação em Economia (BPGEC), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Portal da UFC;Sim;Sim;4;1;3;1;5; ;Sim;5;Não;9;Não;9;Não;9;1; ;Não;9;Sim;3;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;5; ;9; ;Não;Insuficiente;Suficiente;Sim;Não; ;Sim;Sim;Sim;Insuficiente;3; ;Sim;Sim;Não;Não;9; ; ; ; ; ;Sim;5; 
194;26-mar-2016;Aluno;Masculino;Pós-Graduação – Doutorado;Engenharia de Telecomunicações;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Pós-Graduação em Engenharia (BPGE), Biblioteca do Curso de Matemática (BCM);Não; ;Acesso à coleção ABNT online, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Solicitação de declaração de nada consta;Banners, Cartazes, Site da biblioteca, Portal da UFC;Sim;Sim;4;3;3;3;4; ;Sim;2;Sim;2;Não sei;9; ;9;3; ;Não conheço;9; ;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;4; ;Não conheço;9;Não conheço;9; ;Parcialmente;Suficiente;Insuficiente;Não conheço;Não; ;Parcialmente;Parcialmente;Não;Insuficiente;2; ;Parcialmente;Parcialmente;Parcialmente;Não;9;Não conheço;Não conheço;Parcialmente;Não conheço; ;Sim;4; 
195;26-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Química;Biblioteca de Ciências e Tecnologia (BCT);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Levantamento bibliográfico automatizado, Salas de estudo;Cartazes, Folders, Facebook, Notificações enviadas por e-mail;Sim;Sim;5;3;3;9;5;"Não gostei do empréstimo de livros por impressão digital. 
Mas vale mesmo o que os alunos pensam? 
Não identifiquei nenhum respeito dos funcionários para com os alunos.";Sim;1;Não;9;Sim;1;Não conheço;9;5;Novamente, detestei a mudança para empréstimo de livros por impressão digital.;Sim;5;Sim;5;Pesquiso no catálogo online;Sim;3; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não; ;Sim;Sim;Sim;Suficiente;5;Seria bom se o wi fi funcionasse também para quem não é estudante da UFC. Algumas vezes, vamos nos reunir para elaborar algum artigo acompanhada de alunos de outras instituições, entretanto eles não podem acessar a rede wi fi, pois não possuem uma matrícula do sigaa e senha para ter acesso. Seria interessante abrirem uma rede de internet pública para que possam atender estudantes de outras instituições, não apenas contemplar somente os da UFC.;Parcialmente;Parcialmente;Não;Não;9; ; ; ; ; ;Sim;4; 
196;26-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Farmácia;Biblioteca de Ciências da Saúde (BCS), Biblioteca de Ciências e Tecnologia (BCT);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Salas de estudo;Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Sim;4;3;9;9;4; ;Sim;4;Sim;4;Não sei;9;Não conheço;9;9; ;Não;9;Sim;4;Nunca fiz levantamento bibliográfico;Sim;5; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não; ;Parcialmente;Sim;Não;Suficiente;2; ;Sim;Não; ;Não;9; ; ; ; ; ;Sim;5; 
197;27-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Pedagogia;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s);Site da biblioteca, Portal da UFC;Sim;Sim;4;4;4;4;4; ;Sim;4;Não;9;Não sei;9;Não;9;3; ;Sim;4;Sim;4;Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Suficiente;Não;Não sei; ;Sim;Parcialmente;Parcialmente;Suficiente;2; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Parcialmente;5; 
198;27-mar-2016;Aluno;Masculino;Graduação – Licenciatura;Ciências Sociais;Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;3;3;3;3;Pouca divulgação das formas e acesso a estes recursos, principalmente para os alunos ingressantes.;Sim;1;Não;9;Não;9;Não conheço;9;9;Não há atendimento por parte dos bibliotecários. Orientações relativas a localização dos livros, etc.;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não;Faltam livros essenciais para o curso.;Sim;Sim;Sim;Suficiente;1; ;Parcialmente;Parcialmente;Parcialmente;Não;9; ; ; ; ; ;Parcialmente;5; 
199;27-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Odontologia;Biblioteca de Ciências da Saúde (BCS);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo;Cartazes, Site da biblioteca, Portal da UFC;Sim;Sim;3;3;9;1;4; ;Não;3;Sim;4;Sim;4;Não;9;4; ; ;9; ;9; ; ;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei;Os livros poderiam ser atualizados, sempre que procuro um livro para estudar na biblioteca ,livro que o professor mandou estudar por ele, o livro tem mais de 20 anos e está totalmente desatualizado.;Sim;Sim;Sim;Suficiente;2; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;9; 
200;27-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Letras (Português);Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Facebook, Site da biblioteca, Portal da UFC;Sim;Não;4;4;5;4;3; ;Sim;3;Não;9;Não;9;Não;9;5; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Parcialmente;Parcialmente;Não;Insuficiente;1; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Sim;4; 
201;27-mar-2016;Aluno;Masculino;Graduação – Licenciatura;Pedagogia;Biblioteca de Ciências Humanas (BCH);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares;Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;3;9;9;9;5;Sinto bastante dificuldade em pesquisar por assunto no catálogo online, pois nem sempre o resultado da pesquisa condiz com o assunto que eu quero.;Não;2;Não;9;Não sei;9; ;9;9;Como sou do curso noturno, acho que a biblioteca de humanas deveria funcionar até as 22h.;Não;9;Não conheço;9;Nunca fiz levantamento bibliográfico;Não conheço;9;Como se faz um levantamento bibliográfico? Um bibliotecário faria para mim  quando eu precisasse?;Não;9;Não conheço;9; ;Parcialmente;Suficiente;Insuficiente;Não conheço;Não sei;Considero demasiada a quantidade de dias.;Sim;Sim;Não;Insuficiente;9; ;Sim;Parcialmente; ;Não;9; ; ; ; ;Até quando vai durar o caos na entrada da biblioteca de humanas?;Sim;3;"Foi perguntado sobre muita coisa que eu não conheço. Gastei entre 10 e 15min. ;)"
202;27-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Comunicação Social (Jornalismo);Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Arquitetura (BCA);Não; ;Acesso à coleção ABNT online, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Banners, Notificações enviadas por e-mail, Portal da UFC;Sim;Parcialmente;3;9;9;9;3; ;Sim;5;Sim;4;Não sei;9;Não conheço;9;9; ;Não conheço;9;Não conheço;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não; ;Sim;Sim;Parcialmente;Insuficiente;3; ;Parcialmente;Parcialmente;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Parcialmente; ;Sim;4; 
203;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia da Computação;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Matemática (BCM);Não; ;Consulta local ao acervo físico, Empréstimo de exemplares, Portal de Periódicos da CAPES, Salas de estudo;Banners, Facebook, Site da biblioteca, Portal da UFC;Sim;Sim;3;5;4;5;4; ;Sim;4;Sim;4;Sim;4;Não conheço;9;5; ;Não conheço;9;Não conheço;9;Nunca fiz levantamento bibliográfico, Não conheço;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Sim;Insuficiente;Suficiente;Sim;Não; ;Sim;Sim;Sim;Insuficiente;1; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Parcialmente;4; 
204;28-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Letras (Português/Italiano);Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Livros eletrônicos (e-books), Salas de estudo;Página inicial do catálogo online, Portal da UFC;Não;Sim;3;4;3;4;4;"É uma sugestão: vocês poderiam disponibilizar mais títulos de livros em italiano: os que existem são muito antigos e geralmente, desatualizados. E outra: também poderiam aumentar o número de exemplares da Agatha Christie porque todas as vezes que preciso alugar um, os poucos exemplares estão sempre emprestados. 
Abraço!";Sim;5;Sim;4;Sim;5;Não conheço;9;9;O pessoal do guarda-volumes é atencioso e cordial, porém, os bibliotecários parecem sobrecarregados e no auge do estresse.;Sim;4;Sim;4;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Parcialmente;Suficiente;Insuficiente;Não;Não sei; ;Sim;Sim;Sim;Insuficiente;3;O Wi-fi não pega bem no meu celular Samsung. E nem sempre o sinal é forte o suficiente para o acesso.;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5;Gastei no máximo uns dez minutos. Fácil, rápido e simples.
205;28-mar-2016;Outro;Feminino; ;Ciências Sociais;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim; ;4;9;1;9;3;Não encontrei nenhuma das teses e dissertações que procurei no Sistema de Biblioteca Digital de Teses e Dissertações da UFC.;Sim;5;Não;9;Não sei;9;Não conheço;9;5; ;Sim;4;Sim;3;Pesquiso no catálogo online, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;5; ;Não;9;Não conheço;9; ;Parcialmente;Suficiente;Insuficiente;Não conheço;Não sei;Poderia haver mais títulos. Às vezes, o acervo está desorganizado ou um título que está disponível no catálogo on line é impossível de ser encontrado fisicamente.;Sim;Sim;Não;Suficiente;9;Poderia haver ampliação das salas de estudo da BCH, principalmente das salas de estudo em grupo, que são muito poucas.; ; ; ; ;9; ; ; ; ; ;Sim;5; 
206;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Engenharia de Energias e Meio Ambiente;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Banners, Cartazes, Facebook, Instagram da UFC, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;5;5;5;4; ;Sim;4;Sim;4;Sim;4;Não conheço;9;4; ;Não;9;Não;9;Envio e-mail para a(s) biblioteca(s) da UFC, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;5;Não;9; ;Sim;Suficiente;Suficiente;Não;Não; ;Sim;Sim;Sim;Insuficiente;4; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5; 
207;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi);Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;4;4;3;3;4; ;Sim;4;Sim;3;Sim;3;Não conheço;9;9; ;Sim;3;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Insuficiente;Não;Não sei; ;Sim;Parcialmente;Não;Insuficiente;3; ;Não;Não;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;3; 
208;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Odontologia;Biblioteca de Ciências da Saúde (BCS), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo;Cartazes, Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Sim;9;9;9;9;2;Indexação da busca ruim do acervo.;Não;3;Sim;2;Não sei;9;Não conheço;9;9; ;Não conheço;9;Não conheço;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não;9; ;Sim;Insuficiente;Insuficiente;Não;Não;Não contém livros indicados pelos professores da disciplina.;Parcialmente;Parcialmente;Não;Suficiente;2;Uma Universidade Federal merecia uma internet mais rápida mesmo com muitos usuários conectados.;Parcialmente;Parcialmente;Não;Não;9; ; ; ; ; ;Não;3;Meio confuso, pois mesmo que diga que não usa o serviço, ainda aparece a opção para avaliá-lo.
209;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Acesso à coleção ABNT online, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES;Site da biblioteca, Portal da UFC;Sim;Sim;4;4;9;9;3; ;Sim;3;Sim;2;Sim;2;Não conheço;9;9; ;Não;9;Não conheço;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Parcialmente;Não;Insuficiente;1; ;Parcialmente;Parcialmente;Não;Sim;4; ; ; ; ; ;Sim;3; 
210;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Salas de estudo;Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;4;5;4;4;3; ;Sim;5;Sim;5;Sim;5;Não;9;4; ;Não;9;Não;9;Nunca fiz levantamento bibliográfico;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Insuficiente;Não;Não sei;Ter mais exemplares de livros na biblioteca do instituto de ciências do mar relativos a meio ambiente e  ciências da terra, e também internet sem fio mais veloz para possibilitar melhor uso para pesquisa.;Sim;Parcialmente;Não;Insuficiente;3; ;Sim;Parcialmente;Não;Não;9;Não conheço;Não conheço;Parcialmente;Não conheço; ;Sim;4; 
211;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Direito;Biblioteca da Faculdade de Direito (BFD), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Cartazes;Sim;Sim;4;3;3;3;3;Gostaria de utilizar internet nos computadores da biblioteca, bem como que a rede WI-FI funcionasse para todos os alunos.;Sim;3;Sim;5;Sim;3;Não conheço;9;3; ;Não conheço;9;Não conheço;9;Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Sim;Insuficiente;1; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5; 
212;28-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciências Ambientais;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Instituto de Ciências do Mar (BICM);Não; ;Consulta ao catálogo online;Portal da UFC;Sim;Sim;3;3;3;3;2; ;Sim;3;Sim;3;Não;9;Não conheço;9;3; ;Não;9;Não;9;Nunca fiz levantamento bibliográfico;Não conheço;9; ;Sim;3;Sim;3; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Parcialmente;Sim;Não;Insuficiente;3; ;Não;Parcialmente;Parcialmente;Não;9;Não conheço;Não conheço;Parcialmente;Não conheço; ;Sim;3; 
213;28-mar-2016;Aluno;Masculino;Pós-Graduação – Mestrado;História;Biblioteca da Faculdade de Direito (BFD), Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Arquitetura (BCA);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Levantamento bibliográfico automatizado, Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Repositório Institucional (RI), Solicitação de declaração de nada consta, Treinamentos de usuários (normalização, bases de dados etc.);Notificações enviadas por e-mail;Sim;Sim;4;4;4;4;3; ;Sim;4;Sim;4;Sim;4;Não;9;4; ;Não;9;Sim;4;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Sim;4; ;Sim;4;Sim;4; ;Sim;Suficiente;Suficiente;Não;Não; ;Sim;Sim;Sim;Suficiente;4; ;Sim;Sim;Parcialmente;Não;9; ; ; ; ; ;Sim;4; 
214;28-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Ciências Contábeis;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Solicitação de declaração de nada consta;Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;4;4;4;5;Os serviços online atendem as minhas necessidades.;Sim;5;Sim;5;Não;9;Não;9;5;Os serviço de atendimento supre as minhas necessidades.;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Sim;Suficiente;4; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Não;4; 
